cellCode,lme_id,lme_name
10kmE432N592,53,Norwegian Sea
10kmE432N593,53,Norwegian Sea
10kmE432N594,53,Norwegian Sea
10kmE432N595,53,Norwegian Sea
10kmE432N596,53,Norwegian Sea
10kmE432N597,53,Norwegian Sea
10kmE432N597,54,Barents Sea
10kmE432N598,54,Barents Sea
10kmE432N599,54,Barents Sea
10kmE432N600,54,Barents Sea
10kmE432N601,54,Barents Sea
10kmE432N602,54,Barents Sea
10kmE432N603,54,Barents Sea
10kmE432N604,54,Barents Sea
10kmE432N605,54,Barents Sea
10kmE432N606,54,Barents Sea
10kmE432N607,54,Barents Sea
10kmE432N608,54,Barents Sea
10kmE432N609,54,Barents Sea
10kmE432N610,54,Barents Sea
10kmE432N611,54,Barents Sea
10kmE432N612,54,Barents Sea
10kmE432N613,54,Barents Sea
10kmE432N614,54,Barents Sea
10kmE432N615,54,Barents Sea
10kmE432N616,54,Barents Sea
10kmE432N617,54,Barents Sea
10kmE432N618,54,Barents Sea
10kmE432N619,54,Barents Sea
10kmE432N620,54,Barents Sea
10kmE432N621,54,Barents Sea
10kmE432N622,54,Barents Sea
10kmE432N623,54,Barents Sea
10kmE432N624,54,Barents Sea
10kmE432N625,54,Barents Sea
10kmE432N626,54,Barents Sea
10kmE432N627,54,Barents Sea
10kmE432N628,54,Barents Sea
10kmE432N629,54,Barents Sea
10kmE432N630,54,Barents Sea
10kmE432N631,54,Barents Sea
10kmE432N632,54,Barents Sea
10kmE432N633,54,Barents Sea
10kmE432N634,54,Barents Sea
10kmE432N635,54,Barents Sea
10kmE432N636,54,Barents Sea
10kmE432N637,54,Barents Sea
10kmE432N638,54,Barents Sea
10kmE432N639,54,Barents Sea
10kmE432N640,54,Barents Sea
10kmE432N641,54,Barents Sea
10kmE432N642,54,Barents Sea
10kmE432N643,54,Barents Sea
10kmE432N644,54,Barents Sea
10kmE432N645,54,Barents Sea
10kmE432N646,54,Barents Sea
10kmE432N647,54,Barents Sea
10kmE432N648,54,Barents Sea
10kmE432N649,54,Barents Sea
10kmE432N650,54,Barents Sea
10kmE432N651,54,Barents Sea
10kmE432N652,54,Barents Sea
10kmE432N653,54,Barents Sea
10kmE432N654,54,Barents Sea
10kmE432N655,54,Barents Sea
10kmE432N656,54,Barents Sea
10kmE432N657,54,Barents Sea
10kmE432N658,54,Barents Sea
10kmE433N119,13,Mediterranean Sea
10kmE433N120,13,Mediterranean Sea
10kmE433N121,13,Mediterranean Sea
10kmE433N122,13,Mediterranean Sea
10kmE433N123,13,Mediterranean Sea
10kmE433N124,13,Mediterranean Sea
10kmE433N125,13,Mediterranean Sea
10kmE433N152,13,Mediterranean Sea
10kmE433N154,13,Mediterranean Sea
